Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,Price_Lakhs
"Sector 37D, Gurgaon, Delhi NCR",1675.0,28.446568,76.968477,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4477.611940298508,75.0
"4a/301, Sector 85, Gurgaon, Delhi NCR",2520.0,28.406684,76.952289,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4761.9047619047615,120.0
"Noida-Greater Noida Expy, Sector 134, Noida, Uttar Pradesh, Sector 134, Noida, Delhi NCR",1000.0,28.503955,77.384451,2.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,4100.0,41.0
"Wave Floor Sec- 2, Wave City N.H. - 24 Ghaziabad, Wave City, Ghaziabad, Delhi NCR",1310.0,28.646836,77.508238,2.0,3.0,Ready to Move,New Property,1.0,Unknown,0.0,Flat,2893.1297709923665,37.9
"Indirapuram, Nyay Khand 1, Ghaziabad, Delhi NCR",1065.0,28.63350296020508,77.43159484863281,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,3.0,Flat,4882.629107981221,52.0
"Sector 70A, Gurgaon, Delhi NCR",1830.0,28.385432,77.017122,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6830.601092896175,125.0
"Sector 48, Gurgaon, Delhi NCR",2268.0,28.41492080688477,77.03590393066406,3.0,3.0,Unknown,New Property,1.0,Semi-Furnished,2.0,Flat,6701.940035273368,152.0
"Sector 80, Gurgaon, Sector 80, Gurgaon, Delhi NCR",1821.0,28.37561513,76.95761609,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5766.062602965404,105.0
"Yamuna Expressway, Greater Noida, Delhi NCR",1115.0,28.309616,77.55859,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3587.4439461883408,40.0
"Sector 137, Noida, Delhi NCR",825.0,28.505584,77.410762,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4036.363636363636,33.3
"Niti Khand  1 Indirapuram Ghaziabad, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",3500.0,28.63601493835449,77.43365478515625,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,4857.142857142857,170.0
"Plot No.1, Gadaipur, Mehrauli-Mandi Road, Gadaipur, New Delhi - South, Delhi NCR",750.0,28.4826489,77.1600563,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,4800.0,36.0
"sector 2, Rajendra Nagar, Ghaziabad, Delhi NCR",1250.0,28.68176651000977,77.36365509033203,3.0,2.0,Ready to Move,New Property,1.0,Unfurnished,2.0,Flat,3600.0,45.0
"I block - 21069, Noida Extension, Noida, Delhi NCR",1375.0,28.616204,77.422256,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4000.0,55.0
"Sector 60, Gurgaon, Delhi NCR",2797.0,28.400064,77.0959513,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,8759.385055416518,245.0
"Sector 42, Gurgaon, Delhi NCR",9000.0,28.45846939086914,77.108642578125,10.0,10.0,Unknown,Resale,10.0,Unfurnished,2.0,Flat,5000.0,450.0
"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1470.0,28.663705,77.470854,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3401.360544217687,50.0
"Sector 17, Faridabad, Delhi NCR",3150.0,28.40966796875,77.33113861083984,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3968.253968253968,125.0
"Vasundhara, Ghaziabad, Delhi NCR",1530.0,28.655782,77.3527833,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4836.601307189542,74.0
"H.No. 18A, Adarsh Nagar, Nandgram, Ghaziabad, Nand Gram, Ghaziabad, Delhi NCR",1200.0,28.69149398803711,77.40766906738281,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,3416.6666666666665,41.0
"Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",1750.0,28.5593993,77.0596789,3.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,9142.857142857143,160.0
"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050.0,28.7001920400432,77.427474,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3095.2380952380954,32.5
"2 Floor, Sector 16A, Faridabad, Delhi NCR",1100.0,28.4088605,77.314687,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5000.0,55.0
"Sector 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1815.0,28.455376,76.97621181,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4958.677685950413,90.0
"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",1600.0,28.666059494018555,77.15013122558594,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,4.0,Individual House,10937.5,175.0
"Faridabad, Faridabad, Delhi NCR",1650.0,28.481460571289062,77.31151580810547,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6000.0,99.0
"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1460.0,28.63822364807129,77.3663558959961,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,3.0,Flat,5821.917808219178,85.0
"Shakti Khand 2, Shakti Khand 2, Ghaziabad, Delhi NCR",1150.0,28.6467399597168,77.3709487915039,3.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,1.0,Flat,5121.739130434783,58.9
"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1800.0,28.646093,77.384003,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5000.0,90.0
"Cgu061., Kirti Nagar, New Delhi - West, Delhi NCR",1632.0,28.666059,77.150134,3.0,3.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,14705.882352941177,240.0
"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1850.0,28.548787,77.346032,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6486.486486486487,120.0
"GA 703 Assotech Windsor court Sector 78Noida, Sector 78, Noida, Delhi NCR",1390.0,28.56118695507,77.3865691983336,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4604.3165467625895,64.0
"Golf course Extension Road, Gurgaon, Sector 66, Gurgaon, Delhi NCR",3699.0,28.401255,77.053437,4.0,4.0,Ready to Move,New Property,2.0,Unknown,3.0,Individual House,8921.330089213301,330.0
"Second Floor Villa 83 Block III Charmwood Village, Charmwood Village, Faridabad, Delhi NCR",1908.0,28.4913752,77.2908548,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5241.090146750524,100.0
"Sector 75, Noida, Sector 75, Noida, Delhi NCR",1550.0,28.5784405855563,77.3814075289833,3.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,5483.870967741936,85.0
"Sector 143B, Noida, Uttar Pardes, Sector 143 B, Noida, Delhi NCR",1480.0,28.495486,77.25219,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5000.0,74.0
"151., Indirapuram, Ghaziabad, Delhi NCR",968.0,28.6493479,77.3696259,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4442.148760330579,43.0
"Sector 143A, Noida, Delhi NCR",1150.0,28.499248504638672,77.42980194091797,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,5043.478260869565,58.0
"Sector 35 Sohna, Gurgaon, Delhi NCR",1750.0,28.283682,77.047379,3.0,3.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,5142.857142857143,90.0
"Upper Ground Floor Plot Number 101 Lane No 6  Dwarka Mor Delhi West Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",800.0,28.63477325439453,77.0490951538086,3.0,2.0,Ready to Move,New Property,1.0,Unfurnished,2.0,Flat,4375.0,35.0
"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1700.0,28.5775127933567,77.042535339585,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7352.941176470588,125.0
"Flat no. 1404 Floor 14th Tower Peace  Wing B Sikka Karni Green Sector 78 Noida, Sector 78, Noida, Delhi NCR",1210.0,28.5604873040921,77.384084,2.0,3.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,5123.966942148761,62.0
"Swaroop garden gurgaon, Rajendra Park, Gurgaon, Delhi NCR",540.0,28.49748611450196,77.02713012695312,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,4722.222222222223,25.5
"Rr 9 top floor, naveen shahdara., Naveen Shahdara, New Delhi - East, Delhi NCR",1100.0,28.67613220214844,77.28523254394531,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5454.545454545455,60.0
"Mahindra Aura, Sector 110 A, Sector 110A, Gurgaon, Delhi NCR",1610.0,28.513139,77.025952,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6832.298136645963,110.0
"Indirapuram, Ghaziabad, Delhi NCR",2245.0,28.6485932413911,77.3794392124472,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4899.77728285078,110.0
"E 55B Vishwakarma Colony MB Road New Delhi 110044, Vishwakarma Colony, New Delhi - South, Delhi NCR",900.0,28.524024963378903,77.21276092529297,3.0,2.0,Ready to Move,New Property,1.0,Furnished,1.0,Flat,4555.555555555556,41.0
"FLAT NO.301FLOOR-3RDBlock-HSECTOR 78-79MAPSKOMOUNTIVILLEGURGAON, Sector 79, Gurgaon, Delhi NCR",1490.0,28.37423557,76.95241631,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6241.6107382550335,93.0
"342 Durgapuri Extension Delhi India, Durgapuri Extension, New Delhi - East, Delhi NCR",1250.0,28.686542510986328,77.29959869384766,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,1.0,Flat,6000.0,75.0
"flat no 1203 Paras seasons 168 Noida, Sector 168, Noida, Delhi NCR",1130.0,28.4962932685044,77.4085199482841,3.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,3982.300884955752,45.0
"15051., Sector 150, Noida, Delhi NCR",1625.0,28.42491581294641,77.486721,3.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Individual House,5784.615384615385,94.0
"Lg3/78., Sector 6 Vaishali, Ghaziabad, Delhi NCR",900.0,28.6485885,77.3533389,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3777.777777777778,34.0
"Delhi., Subhash Park-Shahdara, New Delhi - East, Delhi NCR",1008.0,28.686573028564453,77.29962921142578,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,1.0,Flat,6944.444444444444,70.0
"Kalkaji, New Delhi - South, Delhi NCR",1900.0,28.543664932250977,77.25489807128906,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,11842.105263157897,225.0
"D 1001 BPTP Freedom Park Life Sector 57 Gurgaon, Sector 57, Gurgaon, Delhi NCR",2428.0,28.423439458762,77.0691066564545,3.0,4.0,Ready to Move,Resale,2.0,Unknown,3.0,Flat,8237.232289950576,200.0
"C-177, First Floot, Kendriya Vihar, Sector 56, Gurgaon, Kendriya Vihar, Gurgaon, Delhi NCR",1250.0,28.4245106404379,77.1013245863658,3.0,2.0,Ready to Move,Resale,2.0,Unknown,0.0,Individual House,7760.0,97.0
"601., Sector 21C, Faridabad, Delhi NCR",2800.0,28.430349349975582,77.29561614990234,4.0,4.0,Ready to Move,Resale,7.0,Furnished,1.0,Flat,4821.428571428572,135.0
"Near Andolan Park, Canara Bank, Savitri Nagar Village, New Delhi - South, Delhi NCR",800.0,28.539813995361328,77.21868133544922,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5625.0,45.0
"Shivani enclave old palam road kakrola dwarka., Kakrola, New Delhi - Dwarka, Delhi NCR",608.0,28.634742736816406,77.04910278320312,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4358.552631578948,26.5
"Bhopura, Ghaziabad, Delhi NCR",965.0,28.728555,77.337353,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3005.181347150259,29.0
"Sector 119, Noida, Delhi NCR",1256.0,28.5898617123258,77.4034337616235,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5573.248407643312,70.0
"Sector 53 Vipul Belmonte  Golf Course Road Gurgaon  Flat no.1402 Tower 2, Sector 53, Gurgaon, Delhi NCR",7200.0,28.4407383787887,77.1012647429428,5.0,6.0,Ready to Move,Resale,3.0,Unknown,2.0,Flat,10972.222222222224,790.0
"Raj Nagar Extension, NH 58, Ghaziabad, Uttar Pradesh, India., Raj Nagar, Ghaziabad, Delhi NCR",1341.0,28.682107,77.4465784,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4504.101416853095,60.4
"Sector 27, Greater Noida, Noida, Uttar Pradesh, Sector 27, Greater Noida, Delhi NCR",2835.0,28.470149,77.535673,4.0,5.0,Unknown,Resale,2.0,Unfurnished,2.0,Individual House,7760.141093474427,220.0
"Laxmi Nagar, New Delhi - East, Delhi NCR",630.0,28.68641662597656,77.2995834350586,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4761.9047619047615,30.0
"Golf Course Road, Gurgaon, Golf Course Road, Gurgaon, Delhi NCR",2985.0,28.441368,77.098124,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7872.696817420436,235.0
"Sector 75, Noida, Sector 75, Noida, Delhi NCR",2550.0,28.5750243,77.3803,4.0,4.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,5882.35294117647,150.0
"Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",1510.0,28.3930662,77.022442,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7284.76821192053,110.0
"janki puri, Uttam Nagar, New Delhi - West, Delhi NCR",1000.0,28.621288299560547,77.05307006835938,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4500.0,45.0
"sanskriti Vihar GC 16, C-16, Greater Noida, Delhi NCR",1205.0,28.453581,77.556221,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4149.377593360996,50.0
"Gaur Green City 2, Avenue 16, Noida Extension Block D, Noida, Delhi NCR",1010.0,28.619028,77.425972,2.0,2.0,Ready to Move,Resale,1.0,Unknown,4.0,Flat,3960.3960396039606,40.0
"palam Village Delhi, Palam, New Delhi - Dwarka, Delhi NCR",950.0,28.634750366210938,77.04913330078125,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,6526.315789473684,62.0
"Sector 37D, Gurgaon, Delhi NCR",1765.0,28.4460523,76.9772858,3.0,3.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,5552.407932011332,98.0
"Sector 76, Noida, Delhi NCR",1455.0,28.5684777,77.3775,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4536.082474226804,66.0
"Sector 15 Dwarka, New Delhi - Dwarka, Delhi NCR",1000.0,28.615032,77.0290715,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5500.0,55.0
"1162., Sector 57, Gurgaon, Delhi NCR",1750.0,28.4215541,77.0780609,3.0,4.0,Ready to Move,Resale,10.0,Semi-Furnished,1.0,Flat,8000.0,140.0
"Sector 56, Gurgaon, Delhi NCR",1900.0,28.424436569213867,77.09821319580078,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,7894.736842105263,150.0
"Vasundhara sector 5 ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",1935.0,28.642318725585938,77.42117309570312,3.0,3.0,Ready to Move,Resale,1.0,Furnished,1.0,Flat,6821.705426356589,132.0
"Shalimar garden Ghaziabad, Shalimar garden, Ghaziabad, Delhi NCR",800.0,28.63578224182129,77.43241882324219,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,3500.0,28.0
"naer bluebells school, Sector 4, Gurgaon, Delhi NCR",1800.0,28.47489356994629,77.00980377197266,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,7777.777777777777,140.0
"Indirapuram, Ghaziabad, Delhi NCR",850.0,28.6493479,77.3696259,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4000.0,34.0
"Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",1478.0,28.386791,77.049466,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7780.784844384303,115.0
"201 Whitney homes sector 121 noida, Sector 121, Noida, Delhi NCR",900.0,28.600419998168945,77.44546508789062,2.0,2.0,Ready to Move,New Property,1.0,Unfurnished,2.0,Flat,3666.6666666666665,33.0
"Alistonia Estate, Greater Noida, Delhi NCR",1234.0,28.438316345214844,77.51483154296875,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,4862.23662884927,60.0
"Zeta 2, Greater Noida, Delhi NCR",1507.0,28.517742,77.529334,2.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3715.992037159921,56.0
"FirstTower at Gate2T18 Flat Floor-No06-02, Type C, Unit Type 3BHK Servent 3T UT., Sector 137, Noida, Delhi NCR",1365.0,28.589075088500977,77.32030487060547,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4249.084249084249,58.0
"Avantika Extension, Ghaziabad, Delhi NCR",615.0,28.6738471,77.4829531,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3414.634146341464,21.0
"Antriksh Golf view 1Sector 78Noida, Sector 78, Noida, Delhi NCR",1140.0,28.5575028022171,77.386464965331,2.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Individual House,4561.403508771929,52.0
"Sector 76, Gurgaon, Sector 76, Gurgaon, Delhi NCR",1325.0,28.39343,76.99731,2.0,2.0,Ready to Move,Resale,702.0,Unknown,4.0,Individual House,6037.735849056604,80.0
"Sector 47 Sohna Road, Sector 47, Gurgaon, Delhi NCR",997.0,28.425657,77.04300339,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7673.019057171515,76.5
"plot number 2261 Adarsh Nagar gurgaon, Adarsh Nagar, Gurgaon, Delhi NCR",1100.0,28.49742317199707,77.02734375,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,5000.0,55.0
"Eldeco Golf View Apartments, Sector Omega 1, Greater Noida, Uttar Pradesh, Omega 1, Greater Noida, Delhi NCR",1405.0,28.4570313,77.514304,3.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Individual House,3843.4163701067614,54.0
"Sector 119, Noida, Sector 119, Noida, Delhi NCR",1775.0,28.588371,77.400313,3.0,3.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,4788.732394366197,85.0
"A5 Kewal Park Extension Delhi India, Kewal Park, New Delhi - North, Delhi NCR",1000.0,28.686418533325195,77.299560546875,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6000.0,60.0
"c113 3rd floor Shakti nagar extension ashok vihar phase 3 Delhi 110052, Ashok Vihar Phase 3, New Delhi - North, Delhi NCR",1658.0,28.68220329284668,77.18806457519531,3.0,2.0,Ready to Move,New Property,2.0,Semi-Furnished,1.0,Flat,10554.885404101327,175.0
"Sadullapur, Near Bloom International School, Greater Noida West, Sadullapur, Greater Noida, Delhi NCR",630.0,28.591666,77.484749,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3888.8888888888887,24.5
"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1742.0,28.641756,77.3788593620366,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4190.585533869116,73.0
"Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",1650.0,28.5621338401025,77.0567893768121,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,8787.878787878788,145.0
"Sector 46, Noida, Delhi NCR",950.0,28.5507543331581,77.3616874515359,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5052.631578947368,48.0
"Gyan Khand 1, Ghaziabad, Delhi NCR",800.0,28.641779,77.3502969,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5250.0,42.0
"ireo uptown Sector 66 gurgaon, Sector 66, Gurgaon, Delhi NCR",1472.0,28.39522652,77.05988662,2.0,3.0,Ready to Move,New Property,1.0,Unknown,3.0,Flat,8695.652173913044,128.0
"Plot no- 77 Sector 13 Dwarka, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",2250.0,28.5994675,77.0349205,4.0,4.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,12222.222222222224,275.0
"K tower, Sector 45, Noida, Delhi NCR",1850.0,28.548787,77.346032,3.0,4.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,6486.486486486487,120.0
"Sector 30, Gurgaon, Jal Vayu Vihar, Gurgaon, Delhi NCR",900.0,28.4584723542826,77.0525565353357,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,8333.333333333334,75.0
"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1050.0,28.633676528930664,77.43097686767578,2.0,2.0,Ready to Move,Resale,2.0,Furnished,2.0,Flat,3333.333333333333,35.0
"D Block Jawahar Park KhanpurNew Delhi, Jawahar Park, New Delhi - South, Delhi NCR",720.0,28.52319526672364,77.21430969238281,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,5347.222222222223,38.5
"Kaushambi, Ghaziabad, Kaushambi, Ghaziabad, Delhi NCR",1550.0,28.6354490945654,77.3238143396458,3.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,5161.290322580645,80.0
"Omicron 1, Greater Noida, Delhi NCR",1300.0,28.4626703284033,77.5583025174588,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3346.153846153846,43.5
"Sector 107, Gurgaon, Delhi NCR",1536.0,28.514908,76.974388,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5859.375,90.0
"Tech Zone IV Gautam Budh NagarGreater Noida (West), Greater Noida West, Greater Noida, Delhi NCR",1285.0,28.605958,77.444512,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3891.050583657588,50.0
"House No 47 Block E  Floor 1 Sec 11 Faridabad, Sector 11, Faridabad, Delhi NCR",1350.0,28.34699821472168,77.32400512695312,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Individual House,4296.2962962962965,58.0
"Sector 1, Greater Noida, Delhi NCR",1335.0,28.5661101,77.4406099,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3146.067415730337,42.0
"2931., Sushant Lok 1 Block C, Gurgaon, Delhi NCR",1000.0,28.454517,77.081868,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,0.0,Flat,8900.0,89.0
"T1 - 401., Sector 37D, Gurgaon, Delhi NCR",1811.0,28.45251307,76.97627035,3.0,3.0,Ready to Move,New Property,1.0,Unknown,2.0,Individual House,5245.720596355604,95.0
"Noida Extension, Greater Noida, Noida Extension, Greater Noida, Delhi NCR",1175.0,28.617567,77.426765,3.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,3914.893617021277,46.0
"Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1700.0,28.5962,77.067013,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,11764.70588235294,200.0
"Sector 107, Gurgaon, Dwarka-Manesar Expressway, Gurgaon, Delhi NCR",554.0,28.51348116,76.971479,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5234.657039711191,29.0
"C4A/9A Janak Puri New Delhi 110058, Janakpuri, New Delhi - West, Delhi NCR",1500.0,28.621054,77.0905294,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9000.0,135.0
"Sector 88, Faridabad, Delhi NCR",1250.0,28.4189198883071,77.3555759540603,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,3200.0,40.0
"c-1/41 a, Budh Vihar Phase 1, New Delhi - Rohini, Delhi NCR",2200.0,28.63664054870605,77.12469482421875,6.0,5.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,12727.272727272728,280.0
"Indirapuram, Ghaziabad, Uttar Pradesh, Gyan Khand 3, Ghaziabad, Delhi NCR",850.0,28.645341,77.3549293203382,2.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,4705.882352941177,40.0
"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000.0,28.6005236146549,77.3116078326732,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8000.0,80.0
"Pocket 4 Akash Ganga Appartment  Sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1400.0,28.7265057161352,77.0833665378642,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9214.285714285714,129.0
"Sector 76, Noida, Delhi NCR",1325.0,28.5685416949121,77.3792999293712,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6792.452830188679,90.0
"aditya world city NH 24 Ghaziabad, NH 24, Ghaziabad, Delhi NCR",840.0,28.683082,77.50921,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3809.5238095238096,32.0
"Block E, Sector 85, Faridabad, Sector 85, Faridabad, Delhi NCR",1065.0,28.4042306,77.3559561,3.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,3849.7652582159626,41.0
"R025d101203/flat #1203., Greater Noida West, Noida, Delhi NCR",1585.0,28.605958,77.444512,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,4416.403785488959,70.0
"N Block Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",2700.0,28.522932052612305,77.21456909179688,4.0,4.0,Ready to Move,Resale,2.0,Semi-Furnished,1.0,Flat,16666.666666666668,450.0
